date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
2017-03-20,OUTSIDE SALES,"Saint Louis, MO","Former Employee, more than 1 year",Great Starting out Terrible in the end,6,National exposure and access to leading technologies. Great technical employees.,No access to the great technical employees. Downsizing was constant and management turnover was constant.,Consider more research before entering markets. Build up product offerings before trying to take on more.,1.0,4,2,2,4,2,,cross,cross
2017-02-23,Client Services,"Phoenix, AZ","Current Employee, more than 1 year",Stay Away. Not Going To Be Promising Future,6,"G/O Digital has become a family to me after 2 years working for the company. I was hired on, when they were experiencing exponential growth; so, everything was exciting and moving fast. Everything slowly went down hill, once we became a part of Tegna (especially in the last year).","IMPORTANT. PLEASE READ. Just like any other digital-related company, we grew too fast, got too cocky, and now hundreds of employees are paying the price, because poor decisions were made, which resulted in significant downsizing in order to save money. At this time, G/O Digital is not going to be a good fit if you are wanting to invest in a company and build your career. I highly recommend to stay away, because actions are going to continually be executed to save money this year in 2017. 

You'll notice a significant amount of bad reviews coming in as a late; so, please don't take this caution as a one-off. Everyone single department at G/O Digital has been affected, not just typical entry level ""sales"" jobs. Entry level/team leads/managers/directors are being affected. While no job is ever ""safe"", G/O Digital is definitely not at this time. 

This is common in almost every single place you work for, but politics are apparent in terms of moving up within the company.","It has been a wonderful ride these 2 past years, and I wish we had made decisions to keep this momentum going.",2.0,3,5,1,3,1,,cross,cross
2017-02-27,Anonymous,"Nashville, TN","Current Employee, more than 1 year",Laid-back culturally but overreaching,3,"The culture is really laid-back and informal; probably too informal, but I like it.","The people in charge of saying no say yes to too many things. The devs end up with things entirely out of scope, out of expertise, and out of reason.",,2.0,2,3,1,1,2,,cross,cross
2017-02-15,Project Manager,"Phoenix, AZ",Current Employee,Company review,0,The company culture is wonderful,The salary is not in line with the work load.,,4.0,5,5,2,2,4,,mark,line
2017-02-22,Anonymous,"Phoenix, AZ","Former Employee, more than 3 years","Poor management, an unsustainable business model and a sinking ship",5,"A decent company to get some corporate experience at when transitioning into the working world from college, but nothing more.","Management is completely clueless when it comes to identifying talent and putting employees into positions that allow them to grow professionally or better the business. Unfortunately, you are more likely to see a raise in your paycheck based on who you associate with at the company, rather than based on your merit. 

There is a very evident ceiling for your career at G/O. Serial mismanagement of the company has led to substantial lay offs from failed attempts to grow the business.

From a business processes standpoint, nothing gets put in place preemptively. Essentially, the company is consistently trying to play catch up with reactionary processes and policies that only put a bandaid on major flaws within the company.","Clean house. A company can only thrive when leadership is adequate and empowers their employees. The saying goes, ""when something isn't broken, don't fix it""... well the company is definitely broken, so you should probably fix it.",2.0,3,4,1,2,2,,cross,cross
2017-03-18,Account Manager,,"Current Employee, more than 3 years",Account Manager,5,Ability to work from a home office.,"Marketing programs didn't work. Clients were unhappy. Extreme favoritism and discriminatory practices in regards to account distribution, salary, hiring, layoffs and recognition. Abusive management that yelled and was demeaning to staff. However, he was not like that towards male staff. Benefits included a $3,000.00 deductible!! Which basically means you don't have insurance!",,1.0,2,1,1,1,1,,cross,cross
2017-02-09,Sales,"Phoenix, AZ","Former Employee, more than 3 years",SMH,6,This was once a great company to work for and there are some tremendously great people still there slugging it out in the trenches. Culture was good despite all the BS from Gannett and Tegna.,Some very questionable leadership hires over the years led to the downward spiral. Executive leadership does not know how to lead the direction of the company and they are not marketers. They are corporate lifers who focus more time and energy on budget strategy then focusing on strategies relevant to the DMS space. This business will forever be the tail waged by the big corp dog.,"Plain and simple you need to decide who your are as a company. Can't talk about trying to be one thing, while making decisions that go straight against the grain. Step up and make some decisions and go. #identitycrisis",2.0,3,4,2,3,1,,circle,cross
2017-03-01,Web,"Nashville, TN",Former Employee,A Joke So (Un)Funny You'll Cry,10,The cafeteria that is run by the building and not the company.,"In a word: Management. In more words: 

1. Management is a loose term used for the people who are overpaid to delegate tasks they have no understanding of while not charging a dime for it. They like to point fingers when something is wrong and take credit when something is right. Despite the fact that this should be flipped. 

2. There isn't an ounce of professionalism or industry knowledge to be found in the robotic minds of these people. It's truly mind-blowing that they have managed to keep the business going as long as it has. I would attribute this to preying on small business owners who just found out that the internet exists last week. 

3. If you are friends with the boss you will do great here! You will get promoted or hired based on that fact alone and not your actual skill set. If you work hard and actually know what you're talking about you will be shunned and spoken poorly of behind your back...even though common sense should tell them that your many co-workers will hear the words about you and themselves. 

4. The only way to get a bonus is to suck up to your boss as much as possible. 

5. Management idea of refining processes is to copy and paste the old ones into a new wiki page each month and completely ignore them when they want something done immediately...which is always. 

6. Finally, neither HR or management felt the need to let the Web Department know that its demise was coming despite what I assume was months and months of knowing it was going to happen. Way to value that your employees are actually humans, G/O. 

Essentially, this job was a good way for me to make friends but it taught me nothing except that sometimes your superiors are gossiping liars who care about nothing except getting ahead and putting others down. There are much better jobs out there with real professionals who aren't in it for the politics. Run the opposite direction from G/O.",Quit if you haven't already been let go. You are the problem.,1.0,3,1,1,2,1,,cross,cross
2017-02-22,SEO Specialist,"Phoenix, AZ","Current Employee, more than 1 year","What G/O Lacks in Foresight, They Make Up in Incompetence",8,That have snacks and used to have a nice culture.,"Far too little vision. Too much process for too little results. You spend 9/10 of your time documenting your actual work. Deadly in internet marketing, an environment that requires nimbleness.
The company wants to be cutting edge, but has no idea where the edge is. The CEO is nice, but he is a salesmen, not a digital marketer. The culture used to be really nice, but they did away with the best parts a few months ago, signalling the coming collapse of the company.
They just had a second round of massive layoffs. Severance for employees of nearly 2 years is the same as those who just started.","Hire managers who are far more knowledgeable and more driven to succeed. Management does nothing here, which is probably good because they wouldn't know what to do if they did. Your tools and products are outdated before they are released because your process to create them takes too long and those creating them aren't aware of the most current techniques. G/O is a cushy place for do-nothings and go-nowheres to watch videos and catch up with friends on social media while eating free snacks.",1.0,1,1,1,1,1,,cross,cross
2017-01-17,Anonymous,"Phoenix, AZ",Current Employee,Terrific Opportunity,0,"The collaboration and teamwork here is superior. Any time I've asked for help or guidance, I've been met with coworkers who are more than happy to give up some time to help me out. There is great diversity of experience and backgrounds among employees and people are open to new ideas, they listen to challenges and they work together toward resolution. No, it's not perfect, but perfect isn't the point. What's better than perfect is passion and everyone here is passionate about helping the company, our clients and each other do better.They also show investment in their employees by providing management training and access to Lynda.com courses.

Oh yeah, and the culture is pretty amazing. In fact, they have a whole team dedicated to building the culture. They frequently do charity drives, blood drives and fun activities like holiday parties or the G/O Olympics. There are free snacks in the break room, a gym on premise (major score!), great benefits (including eye care, dental, maternity and paternity leave, and they'll even offer up some $ to help with adoption!) and solid work/life balance. The parent company, Tegna, was voted a Best Place to Work for LGBT by HRC and that accepting mentality is definitely reflected here at G/O. Additionally, the downtown office is a great perk with so much within walking distance (including about a dozen local coffee shops).","It's a bit of a tumultuous time right now as the company strategy shifts and that can be hard for everyone as it raises a lot of questions and uncertainty about the future. However, digital marketing professionals should expect environments that often rock the boat and I have confidence in our leadership that we are on the right path.","Keep improving, keep communicating. The biggest fear among employees is the unknown. When we know and understand what the goals are, we're on board to work hard to achieve them.",5.0,5,5,5,5,5,,mark,mark
2017-01-17,Digital Marketing Executive,"Scottsdale, AZ","Former Employee, more than 3 years",Great,0,culture/people and a good team of individuals for support,small org trying to live in a large org,more hh,5.0,5,4,,,,,circle,circle
2017-01-11,Anonymous,,Former Employee,Growing,0,Really has great potential if it can get out of its own way,misalignment between sales and the op's team,"Contract leadership, create more unity",4.0,,,,,,,circle,circle
2017-01-22,Digital Media Specialist,"Scottsdale, AZ","Former Employee, less than 1 year",Huge Company No Real Direction,0,Great Experience and easy going staff. Goals are attainable if you work hard.,"Unless you want to sell forever, there doesn't seem to be any support to help you grow and learn more",,2.0,4,5,2,1,3,,cross,line
2016-12-29,Anonymous,,Current Employee,Great Opportunity,0,Good place to get foot in the door out of college,Inexperienced management leading to unprofessional setting,,4.0,,,,,,,circle,circle
2016-11-18,Social Media Manager,"Phoenix, AZ","Former Employee, more than 1 year",A Company Out of Touch,20,Great co-workers! Most are knowledgeable and are team players. Just all around great people to work with.,"VP Management in their fulfillment department is out of touch and cold. While they may get along with some more influential folks in the department, the silent majority is constantly looking over their shoulder and feels ignored. It is also a completely micromanaged environment. If that's your thing, then this is the place for you, otherwise, look elsewhere. While G/O has great people that you will interact with on a daily basis, you are vastly underpaid for it. Think 15-20k below the average salary for Phoenix. They like to hire kids fresh out of college who typically don't know any better and management will let you know that someone who is willing to work the salary is right behind you. Health Insurance is also pretty bad. G/O is also facing a business crisis and will be losing one of its major partners in June. Outlook could be shaky.","Listen to employee feedback, especially your exit interviews. You know what some of your issues are, you just have to care enough to try and fix them. Find VPs that fit the culture and that people actually enjoy working for. Also, if one of your VPs talks bad about his predecessor and the company CEO (his boss) you may want to take that a little more seriously.",2.0,3.0,3.0,1.0,1.0,1.0,,cross,cross
2016-12-22,Account Manager,"Phoenix, AZ","Current Employee, more than 3 years",Look somewhere else if you want a rewarding job,9,Central Phoenix location. Good public transportation. Nearby parking (at a price). Convenient cafeteria in the building. Vending machines and microwave ovens and refrigerators.,"I've been here for a few years and still have the same crappy computer that I need to reboot 2 or 3 times a day just to do my job. I asked my boss for a replacement and he spoke to IT but IT told him that I had to wait until my 3 year extended warranty expired. A replacement computer would probable only cost about $500 dollars, yet, the company won't make an exception. Our CEO and the other commuting senior managers probably spend twice that each week on travel and hotel expenses, yet they are doing less for the company than I am.","Replace our CEO, Tim Fagan. He isn't good for the company and we've only seen the company go downhill since he has been here. We just lost our all time largest client and it seems to be business as usual. This company has gone downhill fast.",1.0,1.0,1.0,1.0,1.0,1.0,,cross,cross
2016-11-22,,,"Current Employee, more than 1 year",Office,0,Open casual environment. Very collaborative and autonomous.,More direction on company goals,,4.0,4.0,3.0,3.0,2.0,3.0,,mark,line
2016-12-22,Specialist,"Phoenix, AZ","Current Employee, more than 3 years",Dazed and confused.,8,"Downtown location. Good co-workers. Cafeteria in building. Fun atmosphere (sometimes), othertimes, not so much.","I’ve just had my second interview with a second SMB marketing competitor of G/O Digital. Both of them are recruiting like mad and rushing to make hires to support their growing businesses. G/O Digital seems to be the only company in this category that is sucking wind. Maybe our CEO, Tim Fagan has a comment? I guess he is just that incompetent.",Advice to co-workers: Go while the getting is good! It is too late for Tim and his managers to turn this around. They are completely lost and incompetent and clearly don’t know what to do.,1.0,1.0,1.0,1.0,1.0,1.0,,cross,cross
2016-12-20,Anonymous,,Former Employee,Horrible place to work that does shady work,8,"the managers and vp of sales
culture 
cafeteria","CEO is running it to the group
Fulfillment sucks
the ""specialists"" are no where near that term
the comp plan changes 4x a year
your accounts will fail on behalf of fulfillment and then you have to fix their mistakes",shut down and go to reach local,1.0,3.0,3.0,1.0,1.0,1.0,,cross,cross
2016-12-22,Anonymous,,Former Employee,"Declining company, no camaraderie or real culture",4,"While I partly enjoyed my time and G/O and genuinely liked my manager and my team, being a part of their massive layoff was probably the best thing that could've happened for my career.","The company culture was what could only described as cold and odd. Aside from the coworkers on my team, there was absolutely NO sense of community or camaraderie. It was commonplace to say hello to coworkers in the hallway and be met with silence or to see coworkers out for lunch at the same restaurant and be ignored. Very strange.

Ironically, G/O desperately tried to promote it's company brand and culture through things like free snacks (that were locked away at 3:00 PM ), fun paint schemes in the office, and ""relaxed""dress - attempts at giving a start-up vibe for an otherwise quiet and cold corporate atmosphere.

Teams across different departments far from worked together. Fulfillment, Sales, and Account Management often butt heads and pointed fingers.",Hire more experienced senior leadership,1.0,1.0,1.0,1.0,2.0,1.0,,cross,cross
2016-12-20,Account Manager,"Phoenix, AZ","Current Employee, more than 1 year",Great co-workers horrible managers.,6,Some really great co-workers. Really passionate and good at what they do. Free snacks once a month. Generally an open door policy although some senior managers are rarely accessible and spend their days behind closed doors or in Chicago.,"Senior management is horrible. The CEO, Tim Fagan should be fired. Most senior management is useless and should be fired as well. Fulfillment is probably the weakest team and the reason that G/O Digital can't hold to any of its clients. The CEO is busy commuting each week from Chicago and is blissfully unaware of the company's problems. Kudos to whoever hired him and has kept him in place. You've done wonders for G/O's competitors.","Cull the herd and start at the top. The only people who aren't adding any value are the CEO, Tim Fagan, and his senior managers. The company was doing well before Tim Fagan took over as CEO and he got caught with his pants down when Gannet acquired Reach Local.",1.0,3.0,1.0,1.0,1.0,1.0,,cross,cross
2016-12-19,Sales,"Phoenix, AZ","Former Employee, more than 1 year",Drifting towards the Cliff,7,"For those looking for a place to get income and good camaraderie, G/O was a short-term solution. Perks, fun atmosphere, and good people at the lower levels.","No long-term opportunity as the company is in a state of decline and will fall of the cliff as it will loss all of its business from it former parent company (Gannett): Gannett bought G/O biggest competitor (ReachLocal) in 2016, and G/O will be reduced to a shell of what it was hyped to be...this lost customer base is significant and one should anticipate additional rounds of layoffs in 2017. 

To blame: initial/founding leadership teams, senior management at the mother ship for its lack of oversight, investment, and understanding, and most recently senior management. The senior leadership is neither industry exports nor thought leaders and this shows by lack of vision and understanding of the company. The inexperienced VPs are well paid for this knowledge gap and are not qualified to go elsewhere otherwise they would have gone somewhere else. The fly-in CEO has surrounded himself with familiar faces or those you provide counsel for the benefit of their own resume not of the company...ET TU BRUTE","Hire experienced and bright leaders with domain expertise and book of contacts / business. A digital marketing firm without experienced VPs of Marketing and Product (and Operations), reveals the incremental operational and tactical (not strategic) view. With successful veteran leadership the strategy, marketing, products, and operations will stop falling. That said, the reputation of the company -- both internal and external -- has been already tarnished. Can G/O survive...",1.0,3.0,1.0,1.0,1.0,1.0,,cross,cross
2016-11-18,Anonymous,"Phoenix, AZ","Current Employee, less than 1 year",PPC Specialist,0,They have an awesome company culture and I enjoy working with my team in Phoenix. They also have good benefits.,Limited amount of vacation off the first year.,,4.0,3.0,5.0,3.0,3.0,3.0,,circle,mark
2016-11-18,Account Manager,"Phoenix, AZ","Current Employee, more than 1 year",Solid,0,Great work environment with awesome employees,Account management with intermediate access to clients so communication can take some time.,N/A,4.0,5,4,4,4,4,,mark,mark
2016-10-26,Digital Marketing Consultant,"Phoenix, AZ","Former Employee, more than 1 year",Bitter Sweet is how I define my time at G/O Digital,4,"Relaxed dress code.
Game room with foosball, pingpong, and PS4.
Generally nice people to work with.
Free snacks and coffee.
Phoenix location is downtown, so next to some great places to dine and visit.","Compensation plan just recently changed so that the higher ""base salary"" promotion can no longer be achieved for the Inside Sales team. Comp plan seems to be getting cut as the company grows.

Tegna's former parent company recently bought out another digital marketing agency and soon to be taking most, if not all, of their accounts with them that G/O Digital is fulfilling. There may be some major cuts when this happens in 2017.

Benefits are garbage for being a Tegna company. At my time of employment, had a 4K family deductible, with 80/20 co-pay after hitting the deductible.

Getting any special requests fulfilled can take a long time. Can be frustrating when your entire business model is centered around servicing your customer's needs.

Have to park in the AZ Republic Parking Garage a block away and no parking below the 3rd level. So parking can take some time.","Cut out some upper management positions that aren't necessary and use that money for developing your employees. Get managers that know how to hire the right people so you don't churn through so many employees (wasting tens of thousands of dollars).

When creating new products, listen to your employees across the board before making it go live. The worst decision G/O made with new products was implementing a 1K minimum retargeting budget, when many current clients didn't need to spend that much money to take advantage of the product. Some of your best clients will be ones that you have nurtured.",3.0,3,4,3,2,3,,cross,cross
2016-10-24,Anonymous,"Neptune, NJ","Former Employee, more than 1 year",Sales executive,4,Large product base big name,Management- upper management is very difficult to work with and constantly restructuring no job security from month to month,Treat people how you want to be treated,3.0,2,4,3,3,2,,cross,cross
2016-10-24,Regional Account Executive,"Saint Paul, MN","Current Employee, less than 1 year",Best Culture I've Been Apart Of,0,"I recently started with G/O Digital. I was completely impressed with the on-boarding process and the culture. You feel you are part of something amazing where everyone enjoys what they are doing, work hard, and have a fun time at work. 

I am excited to continue my career and help the company continue to grow.","Honestly, I haven't come across anything. The only thing is I work remotely so I don't get to be a part of the day to day culture; although I would really like to.",Continue what you are doing. Management has created an amazing culture,5.0,5,5,5,5,,,mark,mark
2016-11-22,Digital Media Specialist,"Phoenix, AZ","Current Employee, more than 3 years",A terrible company to work for,13,Great people to work with. Some really smart people are stuck here while G/O Digital circles the drain. Enjoyable working here but no job security and horrible health care.,"No leadership whatsoever. The CEO is incompetent and most of the VPs live in their own little bubbles. It is a shame, the CEO took over this company and is incapable of running it. We have changed direction numerous times under his reign. I won't say under his leadership because he is not a leader and doesn't have the intelligence or vision to lead.",Sell the company to another company with competent leaders. At the very least replace the CEO and his team of senior management.,1.0,3,2,1,1,1,,cross,cross
2016-10-31,Account Executive,"Phoenix, AZ","Current Employee, more than 1 year",It was ok. They're still young in the game,0,Decent commision when you can get a sale on the board.,CANT HOLD ON TO CLIENTS.,Need to fix fulfillment,2.0,5,3,3,3,3,,cross,cross
2016-10-10,,,Current Employee,Great place to work at,0,Great leadership. Relaxed environment. Plenty of opportunities for growth.,Location makes traffic a nightmare no matter what time of day you get here.,,5.0,4,5,5,4,5,,mark,mark
2016-10-04,Regional Account Executive,"Austin, TX","Former Employee, more than 1 year",Good Stepping Stone,0,Great company name. Good history of the company.,Churn and burn. Hard to keep customers happy when AM's are well overloaded and can only spend about a half hour per month with each client.,Give the customers more access to account management by lessening workload on AM's,4.0,5,3,3,5,2,,mark,line
2016-10-25,Regional Account Executive,"Dallas, TX","Former Employee, more than 1 year",Regional Account Executive-Dallas,10,Lori in the Training Department was great. Many of my co-workers (other RAEs) were excellent sales people with experience selling digital solutions (that actually could be fulfilled at other companies) This is difficult to meet the 20 word minimum.,"The CEO sends out emails periodically requesting employees to fill out a review at the home office in Phoenix after he's given them a perk. Pay no attention to those reviews. The reality is that you will adversely affect your career/resume by taking a job here. Your customers book business with you and fulfillment doesn't happen. You lose your integrity, reputation and respect with clients. It is a deplorable situation and there is nothing you can do about it except leave or beg to be laid off.","Until your fulfillment teams can actually fulfill campaigns, don't expect to get any good sales people to work for you. The word is out at this point.",1.0,1,1,1,2,1,,cross,cross
2016-09-07,Digital Marketing Consultant,"Phoenix, AZ","Current Employee, more than 1 year",Great Comp Plan,0,Work hard and get paid solid commission checks,Has a start up feel to it when it's been around for a long time.,,4.0,5,4,4,5,3,,mark,mark
2016-10-03,,,Former Employee,Bad leader,9,Good Pay even for the poor training,Bad managers and leaders alike,Get new managers,1.0,,,,,,,cross,cross
2016-08-31,Anonymous,,Former Employee,Solid Growth Opportunity,0,Solid growth opportunity for junior level employees with a lot of responsibilities. New CEO has provided consistency and done his best to build culture.,"Being part of a holding company, working in a building that also houses an old school newspaper limits the opportunities to truly be and act like a nimble technology driven digital company. Pay, benefits wont blow you away.",,3.0,3.0,4.0,4.0,2.0,4.0,,mark,line
2016-08-24,Fulfillment Specialist,"Phoenix, AZ","Former Employee, more than 1 year",Problematic At Best,11,"Incredibly laid back dress. Some genuinely nice people, and some hard workers mixed in -- though collectively not always the brightest or most qualified. 

Might also be a good place to pad your resume for a recent graduate, though many entry level positions went filled by for-profit college grads or people without legitimate university education. That could be a pro for some.

I did feel that I was able to learn a substantial amount about digital marketing, enough to enable me to leave G/O Digital.","At my time of leaving:

Severely below average compensation (you'll make more driving Uber compared to most of the fulfillment roles here).

Poor benefits overall.

General mismanagement (especially middle and upper-middle).

Overarching feeling of disconnection between client-facing and fulfillment roles, including enmity between departments.

Laughable performance review process, especially with their maximum annual raise percentile unable to keep up with inflation and cost of living adjustments. This was a large factor in my leaving, as it felt like I was being punished for trying to be loyal and stick around when so many other people were leaving. (I worked here for over a year and at one point had the longest tenure in my department, to speak to the amount of turnover at G/O.)

Often tedious and at many times anachronistic work being performed for client accounts. 

An overall disingenuous undertone from senior leadership, especially with regard to quarterly fiscal goals that outpaced the production and efficiency targets that, in general, were pretty consistently met by the rest of the company. In light of Gannett's acquisition of ReachLocal it seems doubtful this will improve.

Oh, and there's a parking fee for the garage that is docked from your pay.","Give more than two drink tickets per person at the next Christmas party, the rest of the employees are going to need it.",2.0,3.0,3.0,2.0,1.0,2.0,,cross,cross
2016-08-06,PPC Specialist,"Phoenix, AZ",Current Employee,I Stay For The People,8,"Tim the CEO is a fantastic leader. He communicates well and on a regular basis. He knows most employees by name in the Phoenix office even though he's based out of Chicago.

Free snaks, coffee, tea in the break room.

Co-workers are hip and fun to work with.

The office is decorated well.","Middle management is puzzling. No one really takes the lead and people are off on different projects constantly. Front line people are often left to fend for themselves and battle over who will help meet deadlines when everyone is already swamped. Due to high turnover accounts are constantly transferred around. If you're the go-to person you are rewarded by getting the problem accounts and tougher workload but no raise.

Annual raises are so low they are borderline insulting and do not keep up with the cost of living. Also, they are pro-rated for new hires.

The medical benefits are terrible. Very high deductible before insurance pays anything ($1600 I think?) so I basically have to pay 100% of all my doctor visits. They have 10 free teledoc appointments, but sometimes I have to see a doctor. 

Excessive overtime is the norm. Everyone is so burnt out they have a hard time making conversation.

The downtown Phoenix location is a pain to get to. It's in the middle of the ASU downtown campus, and you have to park in a parking garage. Oh and work makes you pay to park. It ads 15 min each way to the commute to be located here.","If speed really keeps you up at night, hire enough people to get the work done, instead of burning out the current employees. It's just bad management.",3.0,1.0,3.0,2.0,3.0,4.0,,mark,cross
2016-08-18,Anonymous,,Current Employee,Account Executive,0,The company has a very good culture and the CEO really cares about every single employee.,"There isn't much room for growth, other than that, the company is progressing pretty well above it's competition",,4.0,,,,,,,circle,circle
2016-08-17,Director,,"Current Employee, more than 5 years",Exciting Opportunity,0,"Rapidly growing company with a defined mission, customer audience and plan.
Investing in innovation and improvements within the org to achieve long-term growth
Hands-on executive team including CEO
Attracts top talent so you get to work with some of the best minds in the industry
Apart of large, publicly traded parent company TEGNA which provides solid benefits and extras plus solid stabilization and investment.","Change is inevitable in a growing organization and is not a CON, but a sign of great things to come. However, if you don't like change, identifying areas for improvement and solving for those areas than this is not the place for you.",,5.0,4.0,5.0,5.0,4.0,4.0,,mark,mark
2016-08-10,,,Former Employee,G/O Digital,0,"Awesome atmosphere, great people, great location (Phoenix), awesome marketing solutions for SMBs","Seems like the company has grown too fast too quickly, and many of the marketing solutions have taken a hit because of that.","Keep up the hard work and friendliness to all employees, also, continue finding new ways to make work a place that everyone wants to go to",5.0,5.0,5.0,4.0,4.0,4.0,,mark,mark
2016-08-04,,,Current Employee,"Great culture, great management, decent salary & benefits",0,"The people that work here are amazing, and the team leaders here are incredible. It's a people-first management style that has really allowed me to have good days at work and not be stressed out when we have busy times. Work/life balance is a high priority so no one gets burnt out. Also their recruitment bonus is $1,200+","Corporate is in Phoenix, AZ so issues having to do with IT or other departments in that office can sometimes take a long time to get resolved. Starting salary could be a little bit higher for those with experience vs. entry-level employees. Instead of investing in their current employees they are constantly hiring for new entry-level positions, causing long-time loyal employees to leave for higher pay and better benefits. Also the flow of work is either SUPER BUSY or SUPER DEAD... There is often no in-between. Also employees can not work from home.","Invest in your current employees, give them better raises and offer end-of-year bonuses. Also, allow your employees to work from home when needed.",5.0,5.0,5.0,3.0,3.0,4.0,,mark,mark
2016-07-26,Operations Change Implementation,"Phoenix, AZ","Current Employee, more than 1 year",Operations Change Implementation Specialist,0,"Ideal Management, Relaxed and relevant culture, great opportunities for growth and development, competitive salary",Shared vision among the Senior Leadership team and alignment with strategy was inconsistent and caused ambiguity and caused for weakness among business.,"Executive Coaching, Alignment of vision and within strategic approach/roadmap",5.0,4.0,5.0,4.0,3.0,2.0,,mark,mark
2016-07-30,,,"Current Employee, more than 1 year",Wouldn't Recommend,7,Great coworkers and good culture.,"No loyalty to fulfillment employees, not enough PTO/vacation time, very little pay for fulfillment employees, little support and encouragement for fulfillment employees and no opportunity for advancement.","Invest more in your fulfillment employees through training, education, etc. and focus on current employees instead of recruiting new employees.",2.0,4.0,5.0,2.0,2.0,3.0,,cross,circle
2016-07-17,Anonymous,,"Former Employee, more than 3 years",Good for newbies,0,Its a great place to get a career started as they are willing to hire straight out of college with no experience. Management is understanding and supportive when non-work issues arise.,"Since they are willing to hire ""New to the industry"" employees, they lose a lot of work ethic. There is a lot of ""clicks"" within the company and if you are not a part of one of them, you are an outcast.","Team building functions should not always include taking the entire company to the bar and getting them all drunk at the companies expense. It is very unprofessional and for those that do not drink, this only makes them further outcasts rather than builds the team.",3.0,4,1,4,2,3,,mark,line
2016-07-07,,,Former Employee,SEO specalist,0,fun and friendly environment to work,"still a developing company, but they did a good job to make sure employee feel comfortable and have room to growth themselves",,3.0,,,,,,,circle,circle
2016-06-30,Anonymous,"Phoenix, AZ","Current Employee, less than 1 year",Relaxed but slow,0,"Relaxed atmosphere including dress code, time in and out, breaks, etc. Managers are easy going and CEO seems to really care about the company.","Work is often slow, sometimes is very busy, not much in between. Not enough sick and personal time is given to new employees because it is prorated based on start date (2 personal days for 8 months). Heavy emphasis on importance of sales positions with other positions hardly mentioned.",,4.0,3,4,3,3,4,,mark,mark
2016-06-28,Office Administrator,"Phoenix, AZ","Former Employee, more than 1 year",Great Company,0,"Tries really hard to recognize each employee
Great culture
Awesome people to work with
Friendly and open management","Not always a firm career path
Start-up mentality, long hours 
Extremely fast pace, swim or sink (I enjoyed it but may be a con for others)","I enjoyed working with you, keep up the great work. Always open in communication.",5.0,3,5,3,4,5,,mark,mark
2016-04-28,Social Media Specialist,"Tempe, AZ","Former Employee, more than 3 years",Team Lead Review,3,"I got to work with great team with hard working individuals, lots of team work and a really collaborative work environment",Upper management was more often that not lacking in understanding or support. They allowed for turnover instead of investing in their employee or empowering them to make decisions and take care of their teams.,"Spend more time investing in your employees with education, support, praise. Listening and experimenting with their ideas will empower them instead of resulting in negativity and turnover",3.0,4,3,3,2,3,,mark,mark
2016-04-27,Anonymous,"Phoenix, AZ","Current Employee, more than 1 year",Days at G/O,0,"I've worked at various companies and G/O is by far the most casual working environment I've ever experienced. They off their employees daily snacks and a stocked kitchen (paper plates, cups, utensils). There is a game room but it's located on a different floor.","Because it's such a casual workplace, people forget to clean up after themselves. 
Culture Team: Its the same 2-people running events/or the Culture Dept. Open it up and let others drive the initiatives.","I like the direction that G/O wants to take the company. The CEO has a very contagious vibe, full or energy, wish he was in town more often.",3.0,3,3,2,3,4,,mark,mark
2016-04-15,Director of Pre,"Phoenix, AZ","Current Employee, more than 3 years",Favorite company to have worked for in my career,3,"I love working for G/O Digital. I have been with the company for 3 years and had positions in Sales and Strategy. G/O has had growing pains like many other organizations who have experienced rapid growth. In the time I have been here most of these changes have been tremendously positive for the business and employees. The company responds to feedback from our customers and our employees. 

The organization truly cares about employees and provides opportunity for growth. I have experienced growth in my personal career, and watched many colleagues receive promotions and career changes after proving themselves. 

The leadership team is responsive to feedback, and works hard to enable a culture that is both performance driven and fun. There are many ongoing incentives for superior performance like the ""lever up awards"" which provide both financial and public recognition for exceptional work. 


Sales reps are given more autonomy in selling then anywhere else I have worked, with a very aggressive compensation plan that rewards performance","At times there is too much process. As we grow, these processes become more important for scalability, but we need to retain our ability to move fast and be nimble.","Continue to break down walls between departments. While our current CEO has done a terrific job encouraging more open lines of communication, there could still be more inter-mixing between sales/ fulfillment/AM's and especially technology.",5.0,5,5,5,4,5,,mark,mark
2016-04-21,Anonymous,"Phoenix, AZ","Current Employee, less than 1 year",Great Company,0,"Work/life balance is highly encouraged and maintained; excellent opportunity to grow; feels like a start-up creatively, but has the stability of an established corporate company.","Minimal-no training offered; slow-paced; people often seem unhappy with or unfit for their current position and/or pay, but stay because of the company values and ease of work. Communication is often misplaced - either people don't feel the need to communicate at all, or they communicate unprofessionally. Generally, the employees are passive-aggressive and emotional.","Internal communication needs to be reassessed. Either middle management needs to be more solution oriented and holistically inclined, or upper management needs to be more accessible. A lot of really great ideas and important problems are being left unpursued because middle management and client liaisons are more focused on their individual jobs than the company as a whole.",4.0,5,5,5,3,5,,mark,line
2016-04-14,Regional Account Manager,,Former Employee,Need to get focused,0,Great company and great people.,Products always changing and getting them going after sold is very difficult. Too many changes in programs and staff.,Good employees would stay around if they had better support and not all about the number. Need to stay focused in one direction longer than 3 months.,4.0,5,3,3,5,3,,cross,cross
